,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
3076,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2022-Q4,חילונים,76
3077,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2022-Q4,חרדים,1
3078,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2022-Q4,מסורתיים,8
3079,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2023-Q1,דתיים,11
3080,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2023-Q1,חילונים,65
3081,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2023-Q1,חרדים,3
3082,עבירות כלפי הרכוש,שוד בנסיבות חמורות,2023-Q1,מסורתיים,17
3083,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q1,דתיים,2
3084,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q1,חילונים,2
3085,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q2,דתיים,2
3086,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q2,חילונים,1
3087,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q3,דתיים,9
3088,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q3,חילונים,3
3089,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q4,דתיים,7
3090,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2018-Q4,חילונים,4
3091,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q1,דתיים,12
3092,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q1,חילונים,2
3093,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q1,חרדים,1
3094,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q2,דתיים,6
3095,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q2,חילונים,5
3096,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q3,דתיים,5
3097,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q3,חילונים,5
3098,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q4,דתיים,9
3099,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q4,חילונים,3
3100,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2019-Q4,מסורתיים,1
3101,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q1,דתיים,1
3102,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q1,חילונים,1
3103,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q2,דתיים,1
3104,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q2,חילונים,1
3105,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q3,דתיים,2
3106,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q3,חילונים,2
3107,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2020-Q4,דתיים,2
3108,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q1,חילונים,3
3109,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q2,דתיים,3
3110,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q3,דתיים,3
3111,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q3,חילונים,1
3112,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q4,דתיים,3
3113,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2021-Q4,חילונים,1
3114,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q1,דתיים,3
3115,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q1,חילונים,1
3116,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q1,מסורתיים,1
3117,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q2,דתיים,7
3118,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q2,חילונים,1
3119,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q2,חרדים,1
3120,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q3,דתיים,4
3121,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q4,דתיים,8
3122,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q4,חילונים,1
3123,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2022-Q4,מסורתיים,1
3124,עבירות כלפי הרכוש,שוטטות למטרות גניבה,2023-Q1,דתיים,5
3125,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q1,דתיים,5
3126,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q1,חילונים,51
3127,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q1,חרדים,1
3128,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q1,מסורתיים,10
3129,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q2,דתיים,8
3130,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q2,חילונים,56
3131,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q2,חרדים,1
3132,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q2,מסורתיים,6
3133,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q3,דתיים,11
3134,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q3,חילונים,60
3135,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q3,חרדים,1
3136,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q3,מסורתיים,10
3137,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q4,דתיים,7
3138,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q4,חילונים,52
3139,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q4,חרדים,1
3140,עבירות כלפי הרכוש,תקיפה לשם גניבה,2018-Q4,מסורתיים,2
3141,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q1,דתיים,5
3142,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q1,חילונים,58
3143,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q1,מסורתיים,12
3144,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q2,דתיים,2
3145,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q2,חילונים,50
3146,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q2,חרדים,2
3147,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q2,מסורתיים,3
3148,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q3,דתיים,2
3149,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q3,חילונים,55
3150,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q3,חרדים,2
3151,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q3,מסורתיים,5
3152,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q4,דתיים,5
3153,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q4,חילונים,47
3154,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q4,חרדים,1
3155,עבירות כלפי הרכוש,תקיפה לשם גניבה,2019-Q4,מסורתיים,3
3156,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q1,דתיים,2
3157,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q1,חילונים,28
3158,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q1,חרדים,1
3159,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q1,מסורתיים,11
3160,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q2,דתיים,4
3161,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q2,חילונים,45
3162,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q2,מסורתיים,4
3163,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q3,דתיים,5
3164,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q3,חילונים,44
3165,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q3,מסורתיים,7
3166,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q4,דתיים,7
3167,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q4,חילונים,46
3168,עבירות כלפי הרכוש,תקיפה לשם גניבה,2020-Q4,מסורתיים,8
3169,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q1,דתיים,3
3170,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q1,חילונים,58
3171,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q1,חרדים,1
3172,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q1,מסורתיים,4
3173,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q2,דתיים,6
3174,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q2,חילונים,58
3175,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q2,חרדים,3
3176,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q2,מסורתיים,2
3177,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q3,דתיים,5
3178,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q3,חילונים,42
3179,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q3,חרדים,2
3180,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q3,מסורתיים,6
3181,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q4,דתיים,6
3182,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q4,חילונים,50
3183,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q4,חרדים,1
3184,עבירות כלפי הרכוש,תקיפה לשם גניבה,2021-Q4,מסורתיים,2
3185,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q1,דתיים,1
3186,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q1,חילונים,35
3187,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q1,חרדים,3
3188,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q1,מסורתיים,6
3189,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q2,דתיים,3
3190,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q2,חילונים,57
3191,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q2,חרדים,1
3192,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q2,מסורתיים,2
3193,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q3,דתיים,1
3194,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q3,חילונים,38
3195,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q3,חרדים,1
3196,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q3,מסורתיים,8
3197,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q4,דתיים,4
3198,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q4,חילונים,49
3199,עבירות כלפי הרכוש,תקיפה לשם גניבה,2022-Q4,מסורתיים,6
3200,עבירות כלפי הרכוש,תקיפה לשם גניבה,2023-Q1,דתיים,2
3201,עבירות כלפי הרכוש,תקיפה לשם גניבה,2023-Q1,חילונים,33
3202,עבירות כלפי הרכוש,תקיפה לשם גניבה,2023-Q1,חרדים,1
3203,עבירות כלפי הרכוש,תקיפה לשם גניבה,2023-Q1,מסורתיים,4
3204,עבירות מין,אינוס בכח או באיומים,2018-Q3,חילונים,1
3205,עבירות מין,אינוס בכח או באיומים,2018-Q4,מסורתיים,17
3206,עבירות מין,אינוס בכח או באיומים,2019-Q2,חילונים,1
3207,עבירות מין,אינוס בכח או באיומים,2019-Q3,חילונים,1
3208,עבירות מין,אינוס בכח או באיומים,2020-Q2,חילונים,1
3209,עבירות מין,אינוס בכח או באיומים,2020-Q3,חילונים,1
3210,עבירות מין,אינוס בכח או באיומים,2021-Q1,חילונים,1
3211,עבירות מין,אינוס בכח או באיומים,2021-Q4,חילונים,1
3212,עבירות מין,אינוס בכח או באיומים,2022-Q1,דתיים,1
3213,עבירות מין,אינוס בכח או באיומים,2022-Q1,חרדים,1
3214,עבירות מין,אינוס בכח או באיומים,2023-Q1,חילונים,1
3215,עבירות מין,אינוס בכח או באיומים,2023-Q1,מסורתיים,1
3216,עבירות מין,אינוס ובעילה שלא כחוק,2018-Q3,דתיים,10
3217,עבירות מין,אינוס ובעילה שלא כחוק,2019-Q2,דתיים,1
3218,עבירות מין,אינוס ובעילה שלא כחוק,2019-Q2,מסורתיים,1
3219,עבירות מין,אינוס ובעילה שלא כחוק,2020-Q3,מסורתיים,21
3220,עבירות מין,אינוס ובעילה שלא כחוק,2021-Q2,דתיים,27
3221,עבירות מין,הטרדה מינית,2018-Q1,דתיים,25
3222,עבירות מין,הטרדה מינית,2018-Q1,חילונים,161
3223,עבירות מין,הטרדה מינית,2018-Q1,חרדים,7
3224,עבירות מין,הטרדה מינית,2018-Q1,מסורתיים,12
3225,עבירות מין,הטרדה מינית,2018-Q2,דתיים,23
3226,עבירות מין,הטרדה מינית,2018-Q2,חילונים,153
3227,עבירות מין,הטרדה מינית,2018-Q2,חרדים,10
3228,עבירות מין,הטרדה מינית,2018-Q2,מסורתיים,15
3229,עבירות מין,הטרדה מינית,2018-Q3,דתיים,50
3230,עבירות מין,הטרדה מינית,2018-Q3,חילונים,168
3231,עבירות מין,הטרדה מינית,2018-Q3,חרדים,18
3232,עבירות מין,הטרדה מינית,2018-Q3,מסורתיים,18
3233,עבירות מין,הטרדה מינית,2018-Q4,דתיים,29
3234,עבירות מין,הטרדה מינית,2018-Q4,חילונים,155
3235,עבירות מין,הטרדה מינית,2018-Q4,חרדים,11
3236,עבירות מין,הטרדה מינית,2018-Q4,מסורתיים,21
3237,עבירות מין,הטרדה מינית,2019-Q1,דתיים,30
3238,עבירות מין,הטרדה מינית,2019-Q1,חילונים,163
3239,עבירות מין,הטרדה מינית,2019-Q1,חרדים,8
3240,עבירות מין,הטרדה מינית,2019-Q1,מסורתיים,16
3241,עבירות מין,הטרדה מינית,2019-Q2,דתיים,36
3242,עבירות מין,הטרדה מינית,2019-Q2,חילונים,321
3243,עבירות מין,הטרדה מינית,2019-Q2,חרדים,16
3244,עבירות מין,הטרדה מינית,2019-Q2,מסורתיים,17
3245,עבירות מין,הטרדה מינית,2019-Q3,דתיים,44
3246,עבירות מין,הטרדה מינית,2019-Q3,חילונים,250
3247,עבירות מין,הטרדה מינית,2019-Q3,חרדים,7
3248,עבירות מין,הטרדה מינית,2019-Q3,מסורתיים,20
3249,עבירות מין,הטרדה מינית,2019-Q4,דתיים,27
3250,עבירות מין,הטרדה מינית,2019-Q4,חילונים,207
3251,עבירות מין,הטרדה מינית,2019-Q4,חרדים,7
3252,עבירות מין,הטרדה מינית,2019-Q4,מסורתיים,20
3253,עבירות מין,הטרדה מינית,2020-Q1,דתיים,33
3254,עבירות מין,הטרדה מינית,2020-Q1,חילונים,253
3255,עבירות מין,הטרדה מינית,2020-Q1,חרדים,13
3256,עבירות מין,הטרדה מינית,2020-Q1,מסורתיים,17
3257,עבירות מין,הטרדה מינית,2020-Q2,דתיים,29
3258,עבירות מין,הטרדה מינית,2020-Q2,חילונים,205
3259,עבירות מין,הטרדה מינית,2020-Q2,חרדים,14
3260,עבירות מין,הטרדה מינית,2020-Q2,מסורתיים,34
3261,עבירות מין,הטרדה מינית,2020-Q3,דתיים,30
3262,עבירות מין,הטרדה מינית,2020-Q3,חילונים,202
3263,עבירות מין,הטרדה מינית,2020-Q3,חרדים,16
3264,עבירות מין,הטרדה מינית,2020-Q3,מסורתיים,64
3265,עבירות מין,הטרדה מינית,2020-Q4,דתיים,36
3266,עבירות מין,הטרדה מינית,2020-Q4,חילונים,213
3267,עבירות מין,הטרדה מינית,2020-Q4,חרדים,17
3268,עבירות מין,הטרדה מינית,2020-Q4,מסורתיים,23
3269,עבירות מין,הטרדה מינית,2021-Q1,דתיים,39
3270,עבירות מין,הטרדה מינית,2021-Q1,חילונים,267
3271,עבירות מין,הטרדה מינית,2021-Q1,חרדים,12
3272,עבירות מין,הטרדה מינית,2021-Q1,מסורתיים,20
3273,עבירות מין,הטרדה מינית,2021-Q2,דתיים,97
3274,עבירות מין,הטרדה מינית,2021-Q2,חילונים,343
3275,עבירות מין,הטרדה מינית,2021-Q2,חרדים,17
3276,עבירות מין,הטרדה מינית,2021-Q2,מסורתיים,14
3277,עבירות מין,הטרדה מינית,2021-Q3,דתיים,36
3278,עבירות מין,הטרדה מינית,2021-Q3,חילונים,271
3279,עבירות מין,הטרדה מינית,2021-Q3,חרדים,11
3280,עבירות מין,הטרדה מינית,2021-Q3,מסורתיים,40
3281,עבירות מין,הטרדה מינית,2021-Q4,דתיים,47
3282,עבירות מין,הטרדה מינית,2021-Q4,חילונים,293
3283,עבירות מין,הטרדה מינית,2021-Q4,חרדים,17
3284,עבירות מין,הטרדה מינית,2021-Q4,מסורתיים,36
3285,עבירות מין,הטרדה מינית,2022-Q1,דתיים,31
3286,עבירות מין,הטרדה מינית,2022-Q1,חילונים,225
3287,עבירות מין,הטרדה מינית,2022-Q1,חרדים,15
3288,עבירות מין,הטרדה מינית,2022-Q1,מסורתיים,21
3289,עבירות מין,הטרדה מינית,2022-Q2,דתיים,33
3290,עבירות מין,הטרדה מינית,2022-Q2,חילונים,218
3291,עבירות מין,הטרדה מינית,2022-Q2,חרדים,21
3292,עבירות מין,הטרדה מינית,2022-Q2,מסורתיים,36
3293,עבירות מין,הטרדה מינית,2022-Q3,דתיים,38
3294,עבירות מין,הטרדה מינית,2022-Q3,חילונים,231
3295,עבירות מין,הטרדה מינית,2022-Q3,חרדים,14
3296,עבירות מין,הטרדה מינית,2022-Q3,מסורתיים,26
3297,עבירות מין,הטרדה מינית,2022-Q4,דתיים,44
3298,עבירות מין,הטרדה מינית,2022-Q4,חילונים,220
3299,עבירות מין,הטרדה מינית,2022-Q4,חרדים,11
3300,עבירות מין,הטרדה מינית,2022-Q4,מסורתיים,31
3301,עבירות מין,הטרדה מינית,2023-Q1,דתיים,26
3302,עבירות מין,הטרדה מינית,2023-Q1,חילונים,199
3303,עבירות מין,הטרדה מינית,2023-Q1,חרדים,9
3304,עבירות מין,הטרדה מינית,2023-Q1,מסורתיים,29
3305,עבירות מין,מעשה מגונה בכח,2018-Q1,חילונים,19
3306,עבירות מין,מעשה מגונה בכח,2018-Q3,דתיים,33
3307,עבירות מין,מעשה מגונה בכח,2018-Q4,חילונים,24
3308,עבירות מין,מעשה מגונה בכח,2019-Q1,חילונים,23
3309,עבירות מין,מעשה מגונה בכח,2019-Q2,חילונים,108
3310,עבירות מין,מעשה מגונה בכח,2020-Q1,חילונים,1
3311,עבירות מין,מעשה מגונה בכח,2020-Q3,מסורתיים,38
3312,עבירות מין,מעשה מגונה בכח,2021-Q1,חילונים,1
3313,עבירות מין,מעשה מגונה בכח,2021-Q2,דתיים,66
3314,עבירות מין,מעשה מגונה בכח,2021-Q3,דתיים,10
3315,עבירות מין,מעשה מגונה בכח,2021-Q3,מסורתיים,12
3316,עבירות מין,מעשה מגונה בכח,2021-Q4,דתיים,1
3317,עבירות מין,מעשה מגונה בכח,2021-Q4,חילונים,1
3318,עבירות מין,מעשה מגונה בכח,2022-Q1,חילונים,1
3319,עבירות מין,מעשה מגונה בכח,2022-Q2,חילונים,5
3320,עבירות מין,מעשה מגונה בכח,2022-Q3,חילונים,2
3321,עבירות מין,מעשה מגונה בכח,2022-Q4,חילונים,3
3322,עבירות מין,מעשה מגונה בכח,2022-Q4,מסורתיים,1
3323,עבירות מין,מעשה מגונה בכח,2023-Q1,חילונים,19
3324,עבירות מין,מעשה מגונה בכח,2023-Q1,חרדים,2
3325,עבירות מין,מעשה מגונה שלא בכח,2018-Q1,דתיים,1
3326,עבירות מין,מעשה מגונה שלא בכח,2018-Q1,חילונים,1
3327,עבירות מין,מעשה מגונה שלא בכח,2018-Q1,מסורתיים,1
3328,עבירות מין,מעשה מגונה שלא בכח,2018-Q4,חילונים,1
3329,עבירות מין,מעשה מגונה שלא בכח,2019-Q2,חילונים,1
3330,עבירות מין,מעשה מגונה שלא בכח,2019-Q4,חילונים,1
3331,עבירות מין,מעשה מגונה שלא בכח,2019-Q4,חרדים,1
3332,עבירות מין,מעשה מגונה שלא בכח,2020-Q1,חילונים,1
3333,עבירות מין,מעשה מגונה שלא בכח,2021-Q1,חילונים,1
3334,עבירות מין,מעשה מגונה שלא בכח,2021-Q3,חילונים,1
3335,עבירות מין,מעשה מגונה שלא בכח,2022-Q3,חילונים,1
3336,עבירות מין,מעשה מגונה שלא בכח,2023-Q1,חילונים,4
3337,עבירות מין,עבירות מין,2022-Q3,חילונים,1
3338,עבירות מין,עבירות מין,2022-Q4,חילונים,4
3339,עבירות מין,עבירות מין,2022-Q4,חרדים,1
3340,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q1,חילונים,1
3341,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q3,חילונים,3
3342,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q3,מסורתיים,1
3343,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q4,דתיים,1
3344,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q4,חילונים,2
3345,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2018-Q4,חרדים,1
3346,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2019-Q1,חילונים,1
3347,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2019-Q2,חילונים,3
3348,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2019-Q2,מסורתיים,1
3349,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2019-Q4,חילונים,1
3350,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q1,דתיים,1
3351,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q2,דתיים,3
3352,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q2,חילונים,4
3353,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q3,דתיים,4
3354,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q4,דתיים,2
3355,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2020-Q4,חילונים,1
3356,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2021-Q1,חילונים,2
3357,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2021-Q2,דתיים,1
3358,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2021-Q3,חרדים,1
3359,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q1,חילונים,1
3360,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q2,דתיים,3
3361,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q2,חילונים,2
3362,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q3,חילונים,2
3363,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q4,דתיים,1
3364,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2022-Q4,חילונים,1
3365,עבירות מנהליות,חובות מוסדות ובעלי מקצוע,2023-Q1,חילונים,1
3366,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q1,חילונים,3
3367,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q1,חרדים,1
3368,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q1,מסורתיים,1
3369,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q2,חילונים,1
3370,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q2,חרדים,1
3371,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q2,מסורתיים,1
3372,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q3,חילונים,8
3373,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2018-Q4,חילונים,5
3374,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q1,דתיים,2
3375,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q1,חילונים,5
3376,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q1,מסורתיים,3
3377,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q2,דתיים,2
3378,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q2,חילונים,9
3379,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q3,חילונים,5
3380,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q3,חרדים,1
3381,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q4,חילונים,2
3382,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2019-Q4,מסורתיים,1
3383,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q1,דתיים,1
3384,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q1,חילונים,2
3385,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q1,חרדים,1
3386,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q2,חילונים,1
3387,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q3,חילונים,4
3388,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q3,חרדים,1
3389,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q4,דתיים,1
3390,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2020-Q4,חילונים,7
3391,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q1,חילונים,4
3392,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q1,מסורתיים,1
3393,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q2,חילונים,6
3394,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q2,חרדים,1
3395,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q2,מסורתיים,1
3396,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q3,דתיים,1
3397,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q3,חילונים,10
3398,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q4,חילונים,11
3399,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q4,חרדים,1
3400,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2021-Q4,מסורתיים,2
3401,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q1,חילונים,8
3402,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q1,חרדים,1
3403,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q1,מסורתיים,2
3404,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q2,דתיים,1
3405,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q2,חילונים,9
3406,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q2,מסורתיים,1
3407,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q3,דתיים,3
3408,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q3,חילונים,8
3409,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q3,מסורתיים,2
3410,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q4,דתיים,2
3411,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q4,חילונים,10
3412,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q4,חרדים,2
3413,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2022-Q4,מסורתיים,1
3414,עבירות מנהליות,עבירות הקשורות בדיני עבודה,2023-Q1,דתיים,2
