StatisticCrimeGroup,Cluster,Quarter,TikimSum,norm
עבירות כלפי הרכוש,4.0,2022-Q1,1027,38.83041037150151
עבירות כלפי הרכוש,4.0,2022-Q2,1122,42.42231785474654
עבירות כלפי הרכוש,4.0,2022-Q3,1053,39.81345873533699
עבירות כלפי הרכוש,4.0,2022-Q4,1063,40.191554259889095
עבירות כלפי הרכוש,4.0,2023-Q1,1089,41.17460262372458
עבירות כלפי הרכוש,5.0,2018-Q1,5794,965.5921915529746
עבירות כלפי הרכוש,5.0,2018-Q2,5239,873.0993254307963
עבירות כלפי הרכוש,5.0,2018-Q3,5157,859.4337127785104
עבירות כלפי הרכוש,5.0,2018-Q4,5383,897.0974744787128
עבירות כלפי הרכוש,5.0,2019-Q1,5594,932.2614289864238
עבירות כלפי הרכוש,5.0,2019-Q2,5329,888.0981685857441
עבירות כלפי הרכוש,5.0,2019-Q3,5391,898.4307049813748
עבירות כלפי הרכוש,5.0,2019-Q4,5298,882.9319003879287
עבירות כלפי הרכוש,5.0,2020-Q1,5074,845.6014463133919
עבירות כלפי הרכוש,5.0,2020-Q2,4598,766.2742314050012
עבירות כלפי הרכוש,5.0,2020-Q3,4964,827.269526901789
עבירות כלפי הרכוש,5.0,2020-Q4,4777,796.105263902064
עבירות כלפי הרכוש,5.0,2021-Q1,4766,794.2720719609038
עבירות כלפי הרכוש,5.0,2021-Q2,5296,882.5985927622633
עבירות כלפי הרכוש,5.0,2021-Q3,4790,798.2717634688898
עבירות כלפי הרכוש,5.0,2021-Q4,5079,846.4347153775557
עבירות כלפי הרכוש,5.0,2022-Q1,5166,860.9335970940052
עבירות כלפי הרכוש,5.0,2022-Q2,5184,863.9333657249948
עבירות כלפי הרכוש,5.0,2022-Q3,5293,882.098631323765
עבירות כלפי הרכוש,5.0,2022-Q4,5486,914.2628172004864
עבירות כלפי הרכוש,5.0,2023-Q1,5627,937.7610048099046
עבירות כלפי הרכוש,6.0,2018-Q1,2555,187.01289753694834
עבירות כלפי הרכוש,6.0,2018-Q2,2540,185.91497445943202
עבירות כלפי הרכוש,6.0,2018-Q3,2264,165.71318983313154
עבירות כלפי הרכוש,6.0,2018-Q4,2328,170.39766163053454
עבירות כלפי הרכוש,6.0,2019-Q1,2085,152.61130777476998
עבירות כלפי הרכוש,6.0,2019-Q2,2430,177.8635385576456
עבירות כלפי הרכוש,6.0,2019-Q3,2583,189.06235394831216
עבירות כלפי הרכוש,6.0,2019-Q4,2143,156.85661034116646
עבירות כלפי הרכוש,6.0,2020-Q1,1955,143.0959744362951
עבירות כלפי הרכוש,6.0,2020-Q2,1761,128.89616930041723
עבירות כלפי הרכוש,6.0,2020-Q3,1980,144.92584623215566
עבירות כלפי הרכוש,6.0,2020-Q4,1890,138.33830776705767
עבירות כלפי הרכוש,6.0,2021-Q1,1599,117.03860006324086
עבירות כלפי הרכוש,6.0,2021-Q2,2012,147.26808213085718
עבירות כלפי הרכוש,6.0,2021-Q3,2102,153.85562059595514
עבירות כלפי הרכוש,6.0,2021-Q4,2049,149.9762923887308
עבירות כלפי הרכוש,6.0,2022-Q1,2276,166.5915282951446
עבירות כלפי הרכוש,6.0,2022-Q2,2105,154.0752052114584
עבירות כלפי הרכוש,6.0,2022-Q3,2188,160.15037957371544
עבירות כלפי הרכוש,6.0,2022-Q4,2158,157.9545334186828
עבירות כלפי הרכוש,6.0,2023-Q1,1998,146.24335392517526
עבירות כלפי הרכוש,7.0,2018-Q1,5710,1111.8374298502015
עבירות כלפי הרכוש,7.0,2018-Q2,5343,1040.3760749018609
עבירות כלפי הרכוש,7.0,2018-Q3,5292,1030.445477892691
עבירות כלפי הרכוש,7.0,2018-Q4,5767,1122.936332389862
עבירות כלפי הרכוש,7.0,2019-Q1,5325,1036.8711583103893
עבירות כלפי הרכוש,7.0,2019-Q2,5091,991.3072426212566
עבירות כלפי הרכוש,7.0,2019-Q3,5409,1053.2274357372573
עבירות כלפי הרכוש,7.0,2019-Q4,5075,988.1917612066151
עבירות כלפי הרכוש,7.0,2020-Q1,4683,911.8624665478973
עבירות כלפי הרכוש,7.0,2020-Q2,3962,771.4710853006126
עבירות כלפי הרכוש,7.0,2020-Q3,4250,827.5497507641604
עבירות כלפי הרכוש,7.0,2020-Q4,4210,819.7610472275566
עבירות כלפי הרכוש,7.0,2021-Q1,4112,800.678723562877
עבירות כלפי הרכוש,7.0,2021-Q2,4985,970.6671782492564
עבירות כלפי הרכוש,7.0,2021-Q3,4842,942.8225631058975
עבירות כלפי הרכוש,7.0,2021-Q4,5375,1046.6070377311441
עבירות כלפי הרכוש,7.0,2022-Q1,5030,979.4294697279357
עבירות כלפי הרכוש,7.0,2022-Q2,5008,975.1456827828036
עבירות כלפי הרכוש,7.0,2022-Q3,5161,1004.9374738103133
עבירות כלפי הרכוש,7.0,2022-Q4,5725,1114.758193676428
עבירות כלפי הרכוש,7.0,2023-Q1,5849,1138.9031746398998
עבירות כלפי הרכוש,8.0,2018-Q1,6108,883.1334305083177
עבירות כלפי הרכוש,8.0,2018-Q2,6562,948.7756337582811
עבירות כלפי הרכוש,8.0,2018-Q3,6281,908.1468691916738
עבירות כלפי הרכוש,8.0,2018-Q4,6369,920.8704680595081
עבירות כלפי הרכוש,8.0,2019-Q1,6125,885.591398471422
עבירות כלפי הרכוש,8.0,2019-Q2,5885,850.8906742864194
עבירות כלפי הרכוש,8.0,2019-Q3,6400,925.3526449334042
עבירות כלפי הרכוש,8.0,2019-Q4,5701,824.286785744584
עבירות כלפי הרכוש,8.0,2020-Q1,4982,720.3291995403468
עבירות כלפי הרכוש,8.0,2020-Q2,4703,679.9896076752813
עבירות כלפי הרכוש,8.0,2020-Q3,5643,815.9007773998751
עבירות כלפי הרכוש,8.0,2020-Q4,5271,762.114654913121
עבירות כלפי הרכוש,8.0,2021-Q1,4715,681.7246438845315
עבירות כלפי הרכוש,8.0,2021-Q2,5815,840.7696297324603
עבירות כלפי הרכוש,8.0,2021-Q3,6066,877.0608037759422
עבירות כלפי הרכוש,8.0,2021-Q4,6420,928.2443719488211
עבירות כלפי הרכוש,8.0,2022-Q1,6430,929.6902354565296
עבירות כלפי הרכוש,8.0,2022-Q2,6336,916.0991184840702
עבירות כלפי הרכוש,8.0,2022-Q3,6710,970.1744136723661
עבירות כלפי הרכוש,8.0,2022-Q4,6755,976.680799457054
עבירות כלפי הרכוש,8.0,2023-Q1,6453,933.015721524259
עבירות כלפי הרכוש,9.0,2018-Q1,990,45.195159760301706
עבירות כלפי הרכוש,9.0,2018-Q2,1000,45.65167652555728
עבירות כלפי הרכוש,9.0,2018-Q3,971,44.32777790631612
עבירות כלפי הרכוש,9.0,2018-Q4,946,43.186485993177186
עבירות כלפי הרכוש,9.0,2019-Q1,869,39.671306900709276
עבירות כלפי הרכוש,9.0,2019-Q2,723,33.006162127977916
עבירות כלפי הרכוש,9.0,2019-Q3,827,37.75393648663587
עבירות כלפי הרכוש,9.0,2019-Q4,806,36.79525127959917
עבירות כלפי הרכוש,9.0,2020-Q1,791,36.11047613171581
עבירות כלפי הרכוש,9.0,2020-Q2,723,33.006162127977916
עבירות כלפי הרכוש,9.0,2020-Q3,680,31.04314003737895
עבירות כלפי הרכוש,9.0,2020-Q4,865,39.48870019460705
עבירות כלפי הרכוש,9.0,2021-Q1,654,29.85619644771446
עבירות כלפי הרכוש,9.0,2021-Q2,807,36.84090295612472
עבירות כלפי הרכוש,9.0,2021-Q3,878,40.082171989439296
עבירות כלפי הרכוש,9.0,2021-Q4,1027,46.884271791747324
עבירות כלפי הרכוש,9.0,2022-Q1,967,44.14517120021389
עבירות כלפי הרכוש,9.0,2022-Q2,752,34.33006074721907
עבירות כלפי הרכוש,9.0,2022-Q3,956,43.64300275843276
עבירות כלפי הרכוש,9.0,2022-Q4,976,44.55603628894391
עבירות כלפי הרכוש,9.0,2023-Q1,1055,48.16251873446293
עבירות כלפי הרכוש,10.0,2018-Q1,134,0.4326703325800987
עבירות כלפי הרכוש,10.0,2018-Q2,97,0.3132016586587282
עבירות כלפי הרכוש,10.0,2018-Q3,108,0.3487193725272437
עבירות כלפי הרכוש,10.0,2018-Q4,167,0.5392234741856454
עבירות כלפי הרכוש,10.0,2019-Q1,104,0.3358038402114199
עבירות כלפי הרכוש,10.0,2019-Q2,116,0.3745504371588914
עבירות כלפי הרכוש,10.0,2019-Q3,118,0.3810082033168033
עבירות כלפי הרכוש,10.0,2019-Q4,120,0.38746596947471523
עבירות כלפי הרכוש,10.0,2020-Q1,142,0.4585013972117464
עבירות כלפי הרכוש,10.0,2020-Q2,46,0.14852862163197417
עבירות כלפי הרכוש,10.0,2020-Q3,79,0.25508176323752085
עבירות כלפי הרכוש,10.0,2020-Q4,126,0.406839267948451
עבירות כלפי הרכוש,10.0,2021-Q1,100,0.322888307895596
עבירות כלפי הרכוש,10.0,2021-Q2,97,0.3132016586587282
עבירות כלפי הרכוש,10.0,2021-Q3,76,0.24539511400065298
עבירות כלפי הרכוש,10.0,2021-Q4,113,0.3648637879220235
עבירות כלפי הרכוש,10.0,2022-Q1,97,0.3132016586587282
עבירות כלפי הרכוש,10.0,2022-Q2,93,0.3002861263429043
עבירות כלפי הרכוש,10.0,2022-Q3,84,0.2712261786323007
עבירות כלפי הרכוש,10.0,2022-Q4,105,0.3390327232903758
עבירות כלפי הרכוש,10.0,2023-Q1,107,0.34549048944828775
עבירות מין,1.0,2018-Q1,2,0.08578905830241987
עבירות מין,1.0,2018-Q2,2,0.08578905830241987
עבירות מין,1.0,2018-Q3,7,0.3002617040584695
עבירות מין,1.0,2018-Q4,2,0.08578905830241987
עבירות מין,1.0,2019-Q1,1,0.042894529151209934
עבירות מין,1.0,2019-Q2,3,0.1286835874536298
עבירות מין,1.0,2019-Q3,1,0.042894529151209934
עבירות מין,1.0,2019-Q4,2,0.08578905830241987
עבירות מין,1.0,2020-Q1,2,0.08578905830241987
עבירות מין,1.0,2020-Q2,1,0.042894529151209934
עבירות מין,1.0,2020-Q3,1,0.042894529151209934
עבירות מין,1.0,2020-Q4,3,0.1286835874536298
עבירות מין,1.0,2021-Q1,3,0.1286835874536298
עבירות מין,1.0,2021-Q2,3,0.1286835874536298
עבירות מין,1.0,2021-Q3,2,0.08578905830241987
עבירות מין,1.0,2021-Q4,3,0.1286835874536298
עבירות מין,1.0,2022-Q1,5,0.21447264575604968
עבירות מין,1.0,2022-Q2,4,0.17157811660483974
עבירות מין,1.0,2022-Q3,2,0.08578905830241987
עבירות מין,1.0,2022-Q4,2,0.08578905830241987
עבירות מין,1.0,2023-Q1,3,0.1286835874536298
עבירות מין,2.0,2018-Q1,28,5.878762638532195
עבירות מין,2.0,2018-Q2,31,6.508630064089216
עבירות מין,2.0,2018-Q3,101,21.205536660419703
עבירות מין,2.0,2018-Q4,33,6.92854168112723
עבירות מין,2.0,2019-Q1,35,7.348453298165244
עבירות מין,2.0,2019-Q2,47,9.867923000393327
עבירות מין,2.0,2019-Q3,46,9.65796719187432
עבירות מין,2.0,2019-Q4,30,6.298674255570209
עבירות מין,2.0,2020-Q1,44,9.238055574836306
עבירות מין,2.0,2020-Q2,39,8.188276532241272
עבירות מין,2.0,2020-Q3,42,8.818143957798293
עבירות מין,2.0,2020-Q4,49,10.287834617431342
עבירות מין,2.0,2021-Q1,43,9.0280997663173
עבירות מין,2.0,2021-Q2,201,42.2011175123204
עבירות מין,2.0,2021-Q3,52,10.917702042988363
עבירות מין,2.0,2021-Q4,60,12.597348511140417
עבירות מין,2.0,2022-Q1,40,8.398232340760279
עבירות מין,2.0,2022-Q2,51,10.707746234469356
עבירות מין,2.0,2022-Q3,47,9.867923000393327
עבירות מין,2.0,2022-Q4,51,10.707746234469356
עבירות מין,2.0,2023-Q1,31,6.508630064089216
עבירות מין,3.0,2018-Q1,2,0.16261385283388477
עבירות מין,3.0,2018-Q2,2,0.16261385283388477
עבירות מין,3.0,2018-Q3,7,0.5691484849185967
עבירות מין,3.0,2018-Q4,7,0.5691484849185967
עבירות מין,3.0,2019-Q1,3,0.24392077925082717
עבירות מין,3.0,2019-Q2,3,0.24392077925082717
עבירות מין,3.0,2019-Q3,6,0.48784155850165434
עבירות מין,3.0,2019-Q4,2,0.16261385283388477
עבירות מין,3.0,2020-Q1,7,0.5691484849185967
עבירות מין,3.0,2020-Q2,8,0.6504554113355391
עבירות מין,3.0,2020-Q3,11,0.8943761905863662
עבירות מין,3.0,2020-Q4,9,0.7317623377524815
עבירות מין,3.0,2021-Q1,7,0.5691484849185967
עבירות מין,3.0,2021-Q2,4,0.32522770566776954
עבירות מין,3.0,2021-Q3,11,0.8943761905863662
עבירות מין,3.0,2021-Q4,10,0.8130692641694238
עבירות מין,3.0,2022-Q1,6,0.48784155850165434
עבירות מין,3.0,2022-Q2,9,0.7317623377524815
עבירות מין,3.0,2022-Q3,6,0.48784155850165434
עבירות מין,3.0,2022-Q4,5,0.4065346320847119
עבירות מין,3.0,2023-Q1,8,0.6504554113355391
עבירות מין,4.0,2018-Q1,7,0.2646668671864757
עבירות מין,4.0,2018-Q2,11,0.415905077007319
עבירות מין,4.0,2018-Q3,11,0.415905077007319
עבירות מין,4.0,2018-Q4,9,0.34028597209689737
עבירות מין,4.0,2019-Q1,7,0.2646668671864757
עבירות מין,4.0,2019-Q2,4,0.15123820982084327
עבירות מין,4.0,2019-Q3,9,0.34028597209689737
עבירות מין,4.0,2019-Q4,7,0.2646668671864757
עבירות מין,4.0,2020-Q1,5,0.18904776227605408
עבירות מין,4.0,2020-Q2,9,0.34028597209689737
עבירות מין,4.0,2020-Q3,8,0.30247641964168653
עבירות מין,4.0,2020-Q4,9,0.34028597209689737
עבירות מין,4.0,2021-Q1,11,0.415905077007319
עבירות מין,4.0,2021-Q2,9,0.34028597209689737
עבירות מין,4.0,2021-Q3,35,1.3233343359323786
עבירות מין,4.0,2021-Q4,15,0.5671432868281623
עבירות מין,4.0,2022-Q1,7,0.2646668671864757
עבירות מין,4.0,2022-Q2,15,0.5671432868281623
עבירות מין,4.0,2022-Q3,11,0.415905077007319
עבירות מין,4.0,2022-Q4,13,0.4915241819177406
עבירות מין,4.0,2023-Q1,12,0.45371462946252983
עבירות מין,5.0,2018-Q1,29,4.832960572149855
עבירות מין,5.0,2018-Q2,52,8.66599826730319
עבירות מין,5.0,2018-Q3,57,9.499267331466957
עבירות מין,5.0,2018-Q4,57,9.499267331466957
עבירות מין,5.0,2019-Q1,83,13.83226646511855
עבירות מין,5.0,2019-Q2,216,35.997223571874784
עבירות מין,5.0,2019-Q3,68,11.332459272627247
עבירות מין,5.0,2019-Q4,50,8.332690641637681
עבירות מין,5.0,2020-Q1,51,8.499344454470435
עבירות מין,5.0,2020-Q2,81,13.498958839453044
עבירות מין,5.0,2020-Q3,165,27.49787911740435
עבירות מין,5.0,2020-Q4,60,9.999228769965217
עבירות מין,5.0,2021-Q1,84,13.998920277951305
עבירות מין,5.0,2021-Q2,83,13.83226646511855
עבירות מין,5.0,2021-Q3,69,11.499113085460001
עבירות מין,5.0,2021-Q4,113,18.83188085010116
עבירות מין,5.0,2022-Q1,85,14.165574090784059
עבירות מין,5.0,2022-Q2,74,12.332382149623768
עבירות מין,5.0,2022-Q3,97,16.1654198447771
עבירות מין,5.0,2022-Q4,83,13.83226646511855
עבירות מין,5.0,2023-Q1,94,15.665458406278841
עבירות מין,6.0,2018-Q1,18,1.317507693019597
עבירות מין,6.0,2018-Q2,20,1.4638974366884412
עבירות מין,6.0,2018-Q3,16,1.1711179493507529
עבירות מין,6.0,2018-Q4,17,1.2443128211851748
עבירות מין,6.0,2019-Q1,11,0.8051435901786426
עבירות מין,6.0,2019-Q2,26,1.9030666676949735
עבירות מין,6.0,2019-Q3,23,1.6834820521917073
עבירות מין,6.0,2019-Q4,23,1.6834820521917073
עבירות מין,6.0,2020-Q1,11,0.8051435901786426
עבירות מין,6.0,2020-Q2,14,1.0247282056819087
עבירות מין,6.0,2020-Q3,18,1.317507693019597
עבירות מין,6.0,2020-Q4,19,1.390702564854019
עבירות מין,6.0,2021-Q1,20,1.4638974366884412
עבירות מין,6.0,2021-Q2,36,2.635015386039194
עבירות מין,6.0,2021-Q3,35,2.561820514204772
עבירות מין,6.0,2021-Q4,28,2.0494564113638174
עבירות מין,6.0,2022-Q1,16,1.1711179493507529
עבירות מין,6.0,2022-Q2,23,1.6834820521917073
עבירות מין,6.0,2022-Q3,24,1.7566769240261293
עבירות מין,6.0,2022-Q4,24,1.7566769240261293
עבירות מין,6.0,2023-Q1,29,2.1226512831982394
עבירות מין,7.0,2018-Q1,39,7.593985948188766
עבירות מין,7.0,2018-Q2,38,7.39926835977367
עבירות מין,7.0,2018-Q3,52,10.125314597585021
עבירות מין,7.0,2018-Q4,24,4.673222121962318
עבירות מין,7.0,2019-Q1,35,6.81511559452838
עבירות מין,7.0,2019-Q2,115,22.392522667736106
עבירות מין,7.0,2019-Q3,43,8.372856301849152
עבירות מין,7.0,2019-Q4,61,11.877772893320891
עבירות מין,7.0,2020-Q1,49,9.541161832339732
עבירות מין,7.0,2020-Q2,46,8.957009067094441
עבירות מין,7.0,2020-Q3,60,11.683055304905794
עבירות מין,7.0,2020-Q4,58,11.2936201280756
עבירות מין,7.0,2021-Q1,85,16.55099501528321
עבירות מין,7.0,2021-Q2,106,20.640064372000236
עבירות מין,7.0,2021-Q3,88,17.1351477805285
עבירות מין,7.0,2021-Q4,85,16.55099501528321
עבירות מין,7.0,2022-Q1,62,12.072490481735986
עבירות מין,7.0,2022-Q2,56,10.904184951245409
עבירות מין,7.0,2022-Q3,66,12.851360835396374
עבירות מין,7.0,2022-Q4,55,10.709467362830312
עבירות מין,7.0,2023-Q1,57,11.098902539660504
עבירות מין,8.0,2018-Q1,91,13.157357920146842
עבירות מין,8.0,2018-Q2,38,5.494281329292088
עבירות מין,8.0,2018-Q3,40,5.783454030833777
עבירות מין,8.0,2018-Q4,98,14.169462375542754
עבירות מין,8.0,2019-Q1,55,7.952249292396443
עבירות מין,8.0,2019-Q2,80,11.566908061667554
עבירות מין,8.0,2019-Q3,123,17.784121144813863
עבירות מין,8.0,2019-Q4,86,12.43442616629262
עבירות מין,8.0,2020-Q1,140,20.24208910791822
עבירות מין,8.0,2020-Q2,74,10.699389957042486
עבירות מין,8.0,2020-Q3,57,8.241421993938133
עבירות מין,8.0,2020-Q4,73,10.554803606271642
עבירות מין,8.0,2021-Q1,78,11.277735360125865
עבירות מין,8.0,2021-Q2,109,15.75991223402204
עבירות מין,8.0,2021-Q3,73,10.554803606271642
עבירות מין,8.0,2021-Q4,71,10.265630904729953
עבירות מין,8.0,2022-Q1,59,8.53059469547982
עבירות מין,8.0,2022-Q2,71,10.265630904729953
עבירות מין,8.0,2022-Q3,55,7.952249292396443
עבירות מין,8.0,2022-Q4,72,10.410217255500799
עבירות מין,8.0,2023-Q1,45,6.506385784687999
עבירות מין,9.0,2018-Q1,10,0.45651676525557283
עבירות מין,9.0,2018-Q2,7,0.31956173567890095
עבירות מין,9.0,2018-Q3,7,0.31956173567890095
עבירות מין,9.0,2018-Q4,9,0.41086508873001554
עבירות מין,9.0,2019-Q1,10,0.45651676525557283
עבירות מין,9.0,2019-Q2,8,0.36521341220445824
עבירות מין,9.0,2019-Q3,2,0.09130335305111456
עבירות מין,9.0,2019-Q4,1,0.04565167652555728
עבירות מין,9.0,2020-Q1,7,0.31956173567890095
עבירות מין,9.0,2020-Q2,11,0.5021684417811301
עבירות מין,9.0,2020-Q3,10,0.45651676525557283
עבירות מין,9.0,2020-Q4,9,0.41086508873001554
עבירות מין,9.0,2021-Q1,9,0.41086508873001554
עבירות מין,9.0,2021-Q2,11,0.5021684417811301
עבירות מין,9.0,2021-Q3,15,0.6847751478833592
עבירות מין,9.0,2021-Q4,9,0.41086508873001554
עבירות מין,9.0,2022-Q1,13,0.5934717948322447
עבירות מין,9.0,2022-Q2,8,0.36521341220445824
עבירות מין,9.0,2022-Q3,5,0.22825838262778642
עבירות מין,9.0,2022-Q4,10,0.45651676525557283
עבירות מין,9.0,2023-Q1,10,0.45651676525557283
עבירות מין,10.0,2018-Q1,1,0.0032288830789559604
עבירות מין,10.0,2018-Q4,2,0.006457766157911921
עבירות מין,10.0,2019-Q3,1,0.0032288830789559604
עבירות מין,10.0,2019-Q4,1,0.0032288830789559604
עבירות מין,10.0,2020-Q1,2,0.006457766157911921
עבירות מין,10.0,2021-Q1,1,0.0032288830789559604
עבירות מין,10.0,2021-Q2,2,0.006457766157911921
עבירות מין,10.0,2021-Q3,1,0.0032288830789559604
עבירות מין,10.0,2021-Q4,2,0.006457766157911921
עבירות מין,10.0,2022-Q1,2,0.006457766157911921
עבירות מין,10.0,2022-Q2,2,0.006457766157911921
עבירות מין,10.0,2023-Q1,1,0.0032288830789559604
עבירות מנהליות,1.0,2021-Q3,1,0.042894529151209934
עבירות מנהליות,1.0,2022-Q1,1,0.042894529151209934
עבירות מנהליות,2.0,2018-Q1,2,0.41991161703801394
עבירות מנהליות,2.0,2018-Q2,1,0.20995580851900697
עבירות מנהליות,2.0,2018-Q4,3,0.6298674255570209
עבירות מנהליות,2.0,2019-Q1,2,0.41991161703801394
עבירות מנהליות,2.0,2019-Q2,2,0.41991161703801394
עבירות מנהליות,2.0,2019-Q3,2,0.41991161703801394
עבירות מנהליות,2.0,2019-Q4,1,0.20995580851900697
עבירות מנהליות,2.0,2020-Q1,7,1.4696906596330488
עבירות מנהליות,2.0,2020-Q2,3,0.6298674255570209
עבירות מנהליות,2.0,2020-Q3,5,1.0497790425950349
עבירות מנהליות,2.0,2020-Q4,3,0.6298674255570209
עבירות מנהליות,2.0,2021-Q1,2,0.41991161703801394
עבירות מנהליות,2.0,2021-Q2,3,0.6298674255570209
עבירות מנהליות,2.0,2021-Q3,2,0.41991161703801394
עבירות מנהליות,2.0,2021-Q4,1,0.20995580851900697
עבירות מנהליות,2.0,2022-Q2,4,0.8398232340760279
עבירות מנהליות,2.0,2022-Q3,3,0.6298674255570209
עבירות מנהליות,2.0,2022-Q4,5,1.0497790425950349
עבירות מנהליות,2.0,2023-Q1,4,0.8398232340760279
עבירות מנהליות,3.0,2018-Q1,2,0.16261385283388477
עבירות מנהליות,3.0,2018-Q2,1,0.08130692641694238
עבירות מנהליות,3.0,2018-Q3,2,0.16261385283388477
עבירות מנהליות,3.0,2018-Q4,4,0.32522770566776954
עבירות מנהליות,3.0,2019-Q2,1,0.08130692641694238
עבירות מנהליות,3.0,2019-Q3,3,0.24392077925082717
עבירות מנהליות,3.0,2019-Q4,5,0.4065346320847119
עבירות מנהליות,3.0,2020-Q1,6,0.48784155850165434
עבירות מנהליות,3.0,2020-Q2,7,0.5691484849185967
עבירות מנהליות,3.0,2020-Q3,16,1.3009108226710782
עבירות מנהליות,3.0,2020-Q4,8,0.6504554113355391
עבירות מנהליות,3.0,2021-Q1,5,0.4065346320847119
עבירות מנהליות,3.0,2021-Q2,7,0.5691484849185967
עבירות מנהליות,3.0,2021-Q3,6,0.48784155850165434
עבירות מנהליות,3.0,2021-Q4,12,0.9756831170033087
עבירות מנהליות,3.0,2022-Q1,8,0.6504554113355391
עבירות מנהליות,3.0,2022-Q2,14,1.1382969698371934
עבירות מנהליות,3.0,2022-Q3,8,0.6504554113355391
עבירות מנהליות,3.0,2022-Q4,8,0.6504554113355391
עבירות מנהליות,3.0,2023-Q1,14,1.1382969698371934
עבירות מנהליות,4.0,2019-Q1,2,0.07561910491042163
עבירות מנהליות,4.0,2019-Q2,1,0.03780955245521082
עבירות מנהליות,4.0,2019-Q3,1,0.03780955245521082
עבירות מנהליות,4.0,2021-Q1,1,0.03780955245521082
עבירות מנהליות,4.0,2022-Q1,1,0.03780955245521082
עבירות מנהליות,5.0,2018-Q1,11,1.83319194116029
עבירות מנהליות,5.0,2018-Q2,6,0.9999228769965218
עבירות מנהליות,5.0,2018-Q3,5,0.8332690641637681
עבירות מנהליות,5.0,2018-Q4,6,0.9999228769965218
עבירות מנהליות,5.0,2019-Q1,10,1.6665381283275362
עבירות מנהליות,5.0,2019-Q2,11,1.83319194116029
עבירות מנהליות,5.0,2019-Q3,3,0.4999614384982609
עבירות מנהליות,5.0,2019-Q4,9,1.4998843154947827
עבירות מנהליות,5.0,2020-Q1,3,0.4999614384982609
עבירות מנהליות,5.0,2020-Q2,2,0.33330762566550726
עבירות מנהליות,5.0,2020-Q3,5,0.8332690641637681
עבירות מנהליות,5.0,2020-Q4,3,0.4999614384982609
עבירות מנהליות,5.0,2021-Q1,7,1.1665766898292753
עבירות מנהליות,5.0,2021-Q2,5,0.8332690641637681
עבירות מנהליות,5.0,2021-Q3,7,1.1665766898292753
עבירות מנהליות,5.0,2021-Q4,7,1.1665766898292753
עבירות מנהליות,5.0,2022-Q1,5,0.8332690641637681
עבירות מנהליות,5.0,2022-Q2,5,0.8332690641637681
עבירות מנהליות,5.0,2022-Q3,8,1.333230502662029
עבירות מנהליות,5.0,2022-Q4,9,1.4998843154947827
עבירות מנהליות,5.0,2023-Q1,4,0.6666152513310145
עבירות מנהליות,6.0,2018-Q1,2,0.1463897436688441
עבירות מנהליות,6.0,2018-Q4,1,0.07319487183442205
עבירות מנהליות,6.0,2019-Q1,1,0.07319487183442205
עבירות מנהליות,6.0,2019-Q2,3,0.21958461550326616
עבירות מנהליות,6.0,2019-Q3,2,0.1463897436688441
עבירות מנהליות,6.0,2020-Q3,1,0.07319487183442205
עבירות מנהליות,6.0,2020-Q4,1,0.07319487183442205
עבירות מנהליות,6.0,2021-Q1,1,0.07319487183442205
עבירות מנהליות,6.0,2021-Q3,1,0.07319487183442205
עבירות מנהליות,6.0,2022-Q1,2,0.1463897436688441
עבירות מנהליות,6.0,2022-Q2,1,0.07319487183442205
עבירות מנהליות,6.0,2022-Q3,1,0.07319487183442205
עבירות מנהליות,6.0,2023-Q1,3,0.21958461550326616
עבירות מנהליות,7.0,2018-Q1,6,1.1683055304905794
עבירות מנהליות,7.0,2018-Q2,1,0.19471758841509657
עבירות מנהליות,7.0,2018-Q3,2,0.38943517683019313
עבירות מנהליות,7.0,2018-Q4,2,0.38943517683019313
עבירות מנהליות,7.0,2019-Q1,1,0.19471758841509657
עבירות מנהליות,7.0,2019-Q2,2,0.38943517683019313
עבירות מנהליות,7.0,2019-Q3,3,0.5841527652452897
עבירות מנהליות,7.0,2020-Q2,3,0.5841527652452897
עבירות מנהליות,7.0,2020-Q3,2,0.38943517683019313
עבירות מנהליות,7.0,2020-Q4,5,0.9735879420754828
עבירות מנהליות,7.0,2021-Q1,2,0.38943517683019313
עבירות מנהליות,7.0,2021-Q2,2,0.38943517683019313
עבירות מנהליות,7.0,2021-Q3,2,0.38943517683019313
עבירות מנהליות,7.0,2021-Q4,1,0.19471758841509657
עבירות מנהליות,7.0,2022-Q1,1,0.19471758841509657
עבירות מנהליות,7.0,2022-Q2,4,0.7788703536603863
עבירות מנהליות,7.0,2022-Q3,2,0.38943517683019313
עבירות מנהליות,7.0,2022-Q4,7,1.363023118905676
עבירות מנהליות,7.0,2023-Q1,4,0.7788703536603863
עבירות מנהליות,8.0,2018-Q2,2,0.28917270154168884
עבירות מנהליות,8.0,2018-Q3,4,0.5783454030833777
עבירות מנהליות,8.0,2018-Q4,4,0.5783454030833777
עבירות מנהליות,8.0,2019-Q1,2,0.28917270154168884
עבירות מנהליות,8.0,2019-Q2,3,0.43375905231253326
עבירות מנהליות,8.0,2019-Q3,1,0.14458635077084442
עבירות מנהליות,8.0,2020-Q3,2,0.28917270154168884
עבירות מנהליות,8.0,2021-Q1,2,0.28917270154168884
עבירות מנהליות,8.0,2021-Q2,4,0.5783454030833777
עבירות מנהליות,8.0,2021-Q3,2,0.28917270154168884
עבירות מנהליות,8.0,2021-Q4,4,0.5783454030833777
